Cde_Opération;Opération;Cde_Dépense;Dépense;Cde_Pays;Pays;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF0502;05.2 - Gestion des eaux usées;FRA;France;0,004;0,005;0,006;0,001;0,003;0,003;0,003;0,002;0,004;0,005;0,005;0,006;0,006;0,008;0,011;0,013;0,013;0,014;0,015;0,017;0,017;0,016;0,016;0,018;0,016;0,017;0,013;0,015;0,013;0,012
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF0503;05.3 - Lutte contre la pollution;FRA;France;0,004;0,005;0,005;0,001;0,002;0,002;0,002;0,002;0,003;0,004;0,005;0,005;0,006;0,007;0,010;0,010;0,011;0,011;0,011;0,012;0,012;0,012;0,012;0,012;0,012;0,012;0,013;0,013;0,013;0,015
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF0504;05.4 - Préservation de la diversité biologique et protection de la nature;FRA;France;0,014;0,016;0,015;0,012;0,011;0,011;0,012;0,011;0,014;0,015;0,008;0,011;0,011;0,012;0,019;0,020;0,025;0,025;0,024;0,027;0,026;0,027;0,025;0,028;0,030;0,029;0,032;0,034;0,033;0,036
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF0505;05.5 - R-D dans le domaine de la protection de l'environnement;FRA;France;0,007;0,008;0,008;0,007;0,006;0,006;0,007;0,006;0,007;0,007;0,004;0,005;0,004;0,005;0,008;0,009;0,009;0,009;0,009;0,026;0,025;0,023;0,021;0,023;0,024;0,045;0,019;0,021;0,021;0,024
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF0506;05.6 - Protection de l'environnement n.c.a.;FRA;France;0,007;0,008;0,008;0,009;0,009;0,009;0,010;0,010;0,010;0,012;0,014;0,016;0,016;0,018;0,017;0,017;0,017;0,018;0,017;0,014;0,014;0,014;0,014;0,015;0,014;0,016;0,015;0,015;0,015;0,015
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF06;06 - Logements et équipements collectifs;FRA;France;0,053;0,063;0,065;0,050;0,042;0,043;0,049;0,040;0,089;0,122;0,115;0,127;0,146;0,158;0,162;0,168;0,190;0,202;0,203;0,221;0,228;0,233;0,245;0,255;0,270;0,290;0,292;0,299;0,300;0,332
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF0601;06.1 - Logements;FRA;France;0,028;0,031;0,032;0,029;0,025;0,025;0,028;0,024;0,037;0,045;0,035;0,042;0,052;0,050;0,051;0,053;0,059;0,059;0,059;0,067;0,066;0,065;0,067;0,075;0,080;0,088;0,090;0,084;0,089;0,098
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF0602;06.2 - Équipements collectifs;FRA;France;0,023;0,027;0,028;0,019;0,015;0,016;0,019;0,014;0,045;0,067;0,070;0,074;0,082;0,094;0,096;0,100;0,114;0,123;0,127;0,136;0,143;0,145;0,156;0,155;0,165;0,175;0,174;0,190;0,186;0,210
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF0603;06.3 - Alimentation en eau;FRA;France;0,002;0,002;0,002;0,002;0,001;0,001;0,001;0,001;0,004;0,006;0,006;0,006;0,007;0,008;0,009;0,009;0,010;0,012;0,010;0,010;0,010;0,010;0,010;0,010;0,011;0,011;0,010;0,009;0,008;0,009
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF0604;06.4 - Éclairage public;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,003
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF0606;06.6 - Logement et équipements collectifs n.c.a.;FRA;France;0,001;0,002;0,002;0,001;0,001;0,001;0,001;0,001;0,003;0,004;0,004;0,004;0,006;0,006;0,006;0,006;0,006;0,007;0,006;0,007;0,008;0,012;0,013;0,014;0,015;0,015;0,017;0,015;0,016;0,012
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF07;07 - Santé;FRA;France;2,158;2,221;2,237;2,423;2,501;2,391;2,631;2,672;2,642;2,704;2,944;3,100;3,277;3,450;3,452;3,571;3,680;3,706;3,848;3,958;3,996;4,029;4,044;4,120;4,239;4,446;5,080;5,370;5,645;5,801
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF0703;07.3 - Services hospitaliers;FRA;France;2,153;2,215;2,231;2,417;2,457;2,346;2,585;2,624;2,586;2,644;2,908;3,035;3,205;3,368;3,352;3,448;3,524;3,548;3,692;3,791;3,833;3,878;3,899;3,960;4,076;4,273;4,903;5,191;5,456;5,595
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF0704;07.4 - Services de santé publique;FRA;France;0,002;0,002;0,002;0,002;0,014;0,014;0,014;0,015;0,018;0,018;0,011;0,019;0,021;0,025;0,040;0,062;0,101;0,103;0,102;0,110;0,107;0,100;0,097;0,105;0,105;0,112;0,114;0,116;0,121;0,131
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF0705;07.5 - R-D dans le domaine de la santé;FRA;France;0,003;0,003;0,003;0,003;0,029;0,030;0,031;0,032;0,038;0,040;0,022;0,043;0,048;0,054;0,056;0,057;0,051;0,051;0,049;0,051;0,051;0,046;0,042;0,048;0,048;0,050;0,052;0,052;0,056;0,061
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF0706;07.6 - Santé n.c.a.;FRA;France;0,001;0,002;0,002;0,001;0,001;0,001;0,001;0,002;0,002;0,002;0,002;0,002;0,002;0,003;0,004;0,004;0,004;0,005;0,005;0,005;0,006;0,006;0,007;0,007;0,010;0,011;0,011;0,011;0,012;0,014
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF08;08 - Loisirs, culture et culte;FRA;France;0,121;0,132;0,140;0,211;0,156;0,155;0,160;0,165;0,187;0,214;0,218;0,226;0,245;0,256;0,267;0,278;0,291;0,302;0,310;0,339;0,345;0,333;0,333;0,349;0,351;0,341;0,327;0,345;0,409;0,405
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF0801;08.1 - Services récréatifs et sportifs;FRA;France;0,011;0,013;0,014;0,036;0,016;0,017;0,018;0,017;0,024;0,031;0,033;0,037;0,041;0,040;0,046;0,049;0,047;0,050;0,055;0,061;0,066;0,068;0,070;0,073;0,076;0,075;0,080;0,082;0,081;0,087
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF0802;08.2 - Services culturels;FRA;France;0,035;0,042;0,046;0,090;0,051;0,052;0,053;0,056;0,070;0,089;0,087;0,093;0,102;0,116;0,119;0,125;0,134;0,140;0,143;0,153;0,156;0,145;0,146;0,155;0,158;0,148;0,153;0,169;0,181;0,185
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF0803;08.3 - Services de radiodiffusion, de télévision et d'édition;FRA;France;0,075;0,077;0,081;0,085;0,090;0,086;0,089;0,092;0,093;0,094;0,097;0,097;0,103;0,100;0,102;0,105;0,110;0,112;0,111;0,124;0,121;0,119;0,115;0,118;0,115;0,116;0,092;0,092;0,145;0,129
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF0804;08.4 - Culte et autres services communautaires;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001;0,001;0,002;0,002;0,002;0,002;0,002;0,002;0,002;0,002;0,002;0,002
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF0806;08.6 - Loisirs, culture et culte n.c.a.;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001;0,001;0,001;0,001;0,001;0,001;0,002
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF09;09 - Enseignement;FRA;France;0,428;0,464;0,508;0,603;0,499;0,488;0,481;0,484;0,561;0,585;0,632;0,733;0,825;0,909;0,892;0,908;0,888;0,915;0,935;0,979;1,009;1,007;1,061;1,101;1,144;1,183;1,255;1,301;1,378;1,398
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF0901;09.1 - Enseignement préélémentaire et primaire;FRA;France;0,072;0,081;0,090;0,113;0,089;0,097;0,095;0,104;0,119;0,124;0,138;0,156;0,186;0,221;0,201;0,204;0,213;0,212;0,229;0,243;0,255;0,264;0,282;0,290;0,302;0,312;0,333;0,344;0,366;0,390
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF0902;09.2 - Enseignement secondaire;FRA;France;0,141;0,162;0,179;0,242;0,177;0,193;0,183;0,201;0,229;0,239;0,268;0,305;0,366;0,438;0,399;0,408;0,416;0,434;0,437;0,447;0,465;0,476;0,501;0,505;0,530;0,555;0,585;0,606;0,632;0,596
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF0903;09.3 - Enseignement postsecondaire non supérieur;FRA;France;0,006;0,007;0,008;0,010;0,007;0,006;0,006;0,005;0,006;0,007;0,007;0,008;0,009;0,009;0,009;0,010;0,010;0,013;0,015;0,013;0,013;0,012;0,011;0,011;0,011;0,011;0,012;0,012;0,013;0,013
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF0904;09.4 - Enseignement supérieur;FRA;France;0,110;0,112;0,122;0,122;0,119;0,100;0,103;0,091;0,109;0,113;0,116;0,138;0,139;0,126;0,150;0,166;0,185;0,190;0,183;0,198;0,196;0,178;0,184;0,205;0,206;0,208;0,219;0,226;0,239;0,239
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF0905;09.5 - Enseignement non défini par niveau;FRA;France;0,070;0,071;0,076;0,076;0,073;0,058;0,061;0,049;0,058;0,061;0,060;0,073;0,068;0,051;0,068;0,063;0,008;0,008;0,008;0,010;0,011;0,009;0,010;0,012;0,012;0,014;0,014;0,016;0,018;0,021
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF0906;09.6 - Services annexes à l'enseignement;FRA;France;0,026;0,026;0,028;0,034;0,028;0,028;0,027;0,026;0,031;0,032;0,033;0,040;0,045;0,048;0,052;0,047;0,049;0,053;0,058;0,061;0,063;0,062;0,067;0,073;0,077;0,078;0,086;0,091;0,104;0,132
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF0907;09.7 - R-D dans le domaine de l'enseignement;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF0908;09.8 - Enseignement n.c.a.;FRA;France;0,004;0,006;0,006;0,006;0,006;0,007;0,007;0,008;0,010;0,009;0,011;0,013;0,014;0,016;0,014;0,010;0,007;0,006;0,006;0,006;0,005;0,006;0,006;0,006;0,006;0,006;0,006;0,006;0,006;0,006
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF10;10 - Protection sociale;FRA;France;1,456;1,348;1,466;1,522;1,549;1,448;1,560;1,535;1,563;1,567;1,620;1,630;1,797;1,761;1,652;1,665;1,708;1,760;1,874;1,894;1,908;1,889;1,887;1,878;1,879;1,924;1,899;1,919;2,032;2,084
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF1001;10.1 - Maladie et invalidité;FRA;France;0,391;0,357;0,389;0,405;0,418;0,384;0,410;0,408;0,406;0,400;0,418;0,406;0,401;0,409;0,400;0,395;0,398;0,408;0,444;0,433;0,429;0,425;0,411;0,410;0,402;0,422;0,430;0,421;0,421;0,420
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF1002;10.2 - Vieillesse;FRA;France;0,775;0,710;0,776;0,807;0,830;0,764;0,813;0,809;0,810;0,807;0,842;0,846;0,880;0,936;0,851;0,846;0,861;0,893;0,924;0,932;0,940;0,923;0,929;0,922;0,924;0,904;0,857;0,868;0,953;0,980
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF1003;10.3 - Survivants;FRA;France;0,006;0,006;0,006;0,005;0,004;0,004;0,005;0,004;0,006;0,006;0,002;0,004;0,005;0,005;0,004;0,004;0,004;0,004;0,004;0,004;0,004;0,004;0,004;0,004;0,004;0,003;0,003;0,003;0,003;0,003
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF1004;10.4 - Famille et enfants;FRA;France;0,119;0,112;0,121;0,124;0,128;0,118;0,125;0,123;0,129;0,130;0,136;0,135;0,138;0,144;0,155;0,153;0,158;0,164;0,175;0,197;0,201;0,203;0,205;0,204;0,208;0,245;0,249;0,253;0,265;0,274
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF1005;10.5 - Chômage;FRA;France;0,154;0,149;0,158;0,169;0,157;0,166;0,195;0,180;0,192;0,198;0,196;0,211;0,342;0,222;0,180;0,209;0,221;0,226;0,245;0,254;0,259;0,258;0,262;0,261;0,263;0,266;0,275;0,284;0,293;0,298
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF1006;10.6 - Logement;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,001;0,001;0,017;0,001;0,002;0,002;0,002;0,001;0,002;0,003;0,001;0,002;0,002;0,002
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF1007;10.7 - Exclusion sociale n.c.a.;FRA;France;0,005;0,006;0,006;0,006;0,006;0,005;0,005;0,005;0,009;0,012;0,011;0,012;0,013;0,025;0,032;0,030;0,032;0,032;0,031;0,033;0,034;0,033;0,035;0,037;0,038;0,043;0,045;0,049;0,054;0,062
OED;Autres impôts sur la production + impôts courants sur le revenu, le patrimoine, etc, + ajustement pour variations des droits à pension;GF1009;10.9 - Protection sociale n.c.a.;FRA;France;0,006;0,009;0,009;0,008;0,007;0,007;0,007;0,006;0,012;0,015;0,015;0,016;0,018;0,021;0,031;0,029;0,033;0,032;0,036;0,040;0,040;0,040;0,040;0,039;0,039;0,038;0,039;0,040;0,041;0,044
D3;Subventions;GF02;02 - Défense;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,010;;;
D3;Subventions;GF0201;02.1 - Défense militaire;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,010;;;
D3;Subventions;GF0205;02.5 - Défense n.c.a.;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;;;
D3;Subventions;GF03;03 - Ordre et sécurité publics;FRA;France;0,126;0,132;0,112;0,105;0,113;0,097;0,098;0,091;0,083;0,077;0,078;0,075;0,023;0,059;0,042;0,040;0,025;0,025;0,022;0,021;0,021;0,083;0,095;0,094;0,078;0,087;0,163;0,132;0,097;0,063
D3;Subventions;GF0301;03.1 - Services de police;FRA;France;0,121;0,128;0,107;0,101;0,108;0,091;0,092;0,083;0,074;0,067;0,068;0,065;0,015;0,051;0,009;0,005;0,003;0,003;0,003;0,002;0,003;0,003;0,003;0,004;0,005;0,004;0,013;0,004;0,009;0,012
D3;Subventions;GF0302;03.2 - Services de protection civile;FRA;France;0,003;0,003;0,003;0,003;0,003;0,005;0,005;0,006;0,007;0,009;0,009;0,008;0,008;0,008;0,025;0,026;0,017;0,019;0,019;0,019;0,018;0,018;0,018;0,021;0,021;0,021;0,022;0,021;0,014;0,003
D3;Subventions;GF0303;03.3 - Tribunaux;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,008;0,009;0,004;0,004;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,031;0,034;;
D3;Subventions;GF0304;03.4 - Administration pénitentiaire;FRA;France;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,001;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,002
D3;Subventions;GF0306;03.6 - Ordre et sécurité publics n.c.a.;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,062;0,073;0,069;0,053;0,062;0,097;0,073;0,074;0,046
D3;Subventions;GF04;04 - Affaires économiques;FRA;France;16,291;16,801;16,101;16,664;17,589;16,977;18,289;21,941;21,612;20,656;19,866;20,239;22,480;22,212;24,345;25,587;23,906;25,212;37,082;45,317;48,081;48,468;54,056;49,826;34,225;63,844;71,384;68,078;63,633;51,108
D3;Subventions;GF0401;04.1 - Tutelle de l'économie générale, des échanges et de l'emploi;FRA;France;7,323;7,621;6,850;7,244;7,768;6,554;7,172;8,003;7,842;6,493;6,428;6,536;7,113;6,573;8,239;9,168;6,480;5,888;17,644;25,200;26,790;26,329;31,120;26,543;9,905;37,757;45,655;22,082;19,825;19,951
D3;Subventions;GF0402;04.2 - Agriculture, sylviculture, pêche et chasse;FRA;France;0,977;1,011;0,896;0,871;1,046;0,924;1,109;1,256;0,539;1,077;0,742;1,030;0,986;0,863;0,836;0,995;0,696;0,805;0,512;0,444;0,554;0,914;0,986;1,288;1,249;1,201;1,658;2,207;2,193;1,415
D3;Subventions;GF0403;04.3 - Combustibles et énergie;FRA;France;2,111;2,143;2,014;2,229;2,443;2,217;2,619;3,327;3,399;2,687;2,467;2,652;2,889;2,503;2,725;2,821;3,684;5,056;5,380;6,078;6,686;6,925;7,108;7,132;8,134;8,742;6,460;25,710;22,279;10,532
D3;Subventions;GF0404;04.4 - Industries extractives et manufacturières, construction;FRA;France;0,188;0,194;0,160;0,168;0,180;0,139;0,143;0,118;0,111;0,085;0,087;0,076;0,066;0,050;0,106;0,091;0,061;0,238;0,128;0,082;0,081;0,308;0,516;0,385;0,108;0,445;0,403;0,899;2,368;1,246
D3;Subventions;GF0405;04.5 - Transports;FRA;France;5,050;5,174;5,546;5,493;5,482;6,472;6,543;8,461;8,909;9,501;9,336;9,158;9,501;9,806;9,662;9,540;9,866;10,130;10,391;10,495;10,938;11,001;11,054;11,191;11,552;12,446;13,637;13,249;12,855;13,636
D3;Subventions;GF0406;04.6 - Communications;FRA;France;0,317;0,323;0,269;0,281;0,300;0,236;0,242;0,202;0,193;0,149;0,151;0,134;0,120;0,093;0,186;0,185;0,187;0,178;0,014;0,116;0,146;0,129;0,132;0,134;0,108;0,100;0,141;0,753;0,667;0,663
D3;Subventions;GF0407;04.7 - Autres branches d'activité;FRA;France;0,276;0,285;0,316;0,328;0,322;0,401;0,416;0,541;0,584;0,643;0,633;0,633;1,784;2,315;2,564;2,719;2,761;2,815;2,521;2,461;2,487;2,471;2,816;2,878;2,941;2,903;3,166;2,999;3,280;3,541
D3;Subventions;GF0408;04.8 - R-D concernant les affaires économiques;FRA;France;0,050;0,050;0,049;0,050;0,048;0,034;0,045;0,033;0,037;0,021;0,023;0,021;0,021;0,010;0,028;0,050;0,171;0,099;0,292;0,256;0,223;0,241;0,218;0,214;0,176;0,187;0,180;0,127;0,102;0,072
D3;Subventions;GF0409;04.9 - Affaires économiques n.c.a.;FRA;France;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,000;0,018;0,000;0,003;0,199;0,185;0,175;0,150;0,107;0,062;0,052;0,063;0,083;0,051;0,065;0,051
D3;Subventions;GF05;05 - Protection de l'environnement;FRA;France;0,034;0,041;0,117;0,135;0,137;0,282;0,542;0,384;0,368;0,423;0,479;0,692;0,758;1,050;1,331;1,419;1,077;0,951;1,131;1,108;1,112;0,958;0,830;1,055;1,642;1,763;1,729;1,952;2,188;2,385
D3;Subventions;GF0501;05.1 - Gestion des déchets;FRA;France;0,001;0,001;0,004;0,005;0,004;0,011;0,017;0,011;0,011;0,013;0,015;0,020;0,020;0,022;0,020;0,019;0,020;0,021;0,021;0,022;0,021;0,024;0,021;0,020;0,022;0,019;0,022;0,022;0,021;0,017
D3;Subventions;GF0502;05.2 - Gestion des eaux usées;FRA;France;0,000;0,000;0,000;0,000;0,000;0,001;0,002;0,001;0,001;0,001;0,001;0,002;0,002;0,002;0,002;0,002;0,002;0,004;0,003;0,002;0,002;0,019;0,001;0,001;0,002;0,002;0,003;0,005;0,002;0,001
D3;Subventions;GF0503;05.3 - Lutte contre la pollution;FRA;France;0,031;0,037;0,089;0,103;0,099;0,210;0,418;0,308;0,282;0,328;0,367;0,540;0,613;0,887;1,156;1,197;0,871;0,743;0,910;0,919;0,932;0,777;0,670;0,914;1,507;1,620;1,565;1,788;2,023;2,229
D3;Subventions;GF0504;05.4 - Préservation de la diversité biologique et protection de la nature;FRA;France;0,003;0,004;0,014;0,016;0,015;0,032;0,054;0,034;0,035;0,041;0,047;0,062;0,063;0,070;0,086;0,130;0,105;0,094;0,112;0,080;0,078;0,069;0,069;0,066;0,062;0,068;0,070;0,063;0,043;0,011
