Cde_Pays;Pays;Cde_Dépense;Dépense;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
LVA;Lettonie;GF10;Sécurité sociale et oeuvres sociales;0,944630;0,993380;1,116200;1,263590;1,517680;1,794990;2,203440;2,633860;2,548770;2,483270;2,488190;2,622540;2,687160;2,876860;2,978880;3,130820;3,363870;3,672810;3,969180;4,501520;5,056840;5,323900;
LVA;Lettonie;GF0301;Services de police;0,094450;0,123060;0,148100;0,172270;0,244670;0,334610;0,288540;0,201140;0,186950;0,196900;0,212550;0,238600;0,261130;0,265960;0,292400;0,349760;0,352650;0,381120;0,357770;0,365490;0,397890;0,554330;
LVA;Lettonie;GF01;Services généraux des administrations publiques;0,314120;0,379450;0,510660;0,560830;0,713840;0,906820;0,943470;0,945430;0,867850;0,956950;1,056870;1,107350;1,167990;1,229960;1,092830;1,113480;1,203030;1,241390;1,182790;1,301990;1,288310;1,527930;
LVA;Lettonie;GF1009;Protection sociale n.c.a.;0,032720;0,041410;0,047140;0,054280;0,067890;0,081900;0,081280;0,056410;0,045450;0,046530;0,054950;0,054650;0,057540;0,055520;0,060810;0,072440;0,083100;0,095810;0,104420;0,103890;0,111320;0,128740;
LVA;Lettonie;GF0201;Défense militaire;0,070440;0,091420;0,117070;0,138610;0,202040;0,281980;0,323040;0,199000;0,173130;0,188110;0,180580;0,189350;0,194260;0,232450;0,393350;0,424180;0,591660;0,555390;0,725960;0,779290;0,632330;1,036200;
LVA;Lettonie;GF0603;Alimentation en eau;0,018610;0,018020;0,023000;0,026940;0,038830;0,046490;0,050430;0,035640;0,100350;0,059070;0,056820;0,052480;0,052670;0,042190;0,036120;0,046940;0,045660;0,051050;0,049770;0,048510;0,042190;0,052700;
LVA;Lettonie;GF1003;Survivants;0,023340;0,022680;0,026090;0,029710;0,035950;0,041950;0,050940;0,053320;0,051380;0,050470;0,048020;0,046030;0,044140;0,042860;0,043600;0,046720;0,051820;0,055090;0,058950;0,070610;0,076090;0,082680;
LVA;Lettonie;GF0103;Services généraux;0,035520;0,047690;0,057050;0,058120;0,079170;0,102280;0,072160;0,062440;0,028360;0,040590;0,034400;0,046800;0,060500;0,064790;0,059080;0,041350;0,073210;0,117890;0,065790;0,070260;0,071010;0,063400;
LVA;Lettonie;GF1006;Logement;0,008900;0,009440;0,010930;0,010960;0,013610;0,022620;0,031870;0,016970;0,023340;0,030400;0,034960;0,031760;0,028970;0,026150;0,027730;0,030310;0,027060;0,020890;0,023270;0,024200;0,026280;0,021220;
LVA;Lettonie;GF0906;Services annexes à l'enseignement;0,003890;0,004460;0,007470;0,011880;0,009640;0,022260;0,027130;0,023120;0,019750;0,018890;0,024710;0,035490;0,029940;0,044750;0,049830;0,053450;0,054340;0,056230;0,042490;0,051970;0,047340;0,075300;
LVA;Lettonie;GF0702;Services ambulatoires;0,036520;0,030860;0,038260;0,097640;0,166540;0,194290;0,231760;0,173350;0,137660;0,176920;0,212960;0,218500;0,231140;0,248070;0,250080;0,251380;0,285980;0,313000;0,315050;0,634450;0,491020;0,479870;
LVA;Lettonie;GF03;Ordre et sécurité publics;0,190510;0,213570;0,254950;0,299960;0,439590;0,557660;0,529540;0,388180;0,346510;0,372820;0,393350;0,438300;0,475690;0,486150;0,540350;0,628810;0,641000;0,684150;0,674160;0,733700;0,766000;1,018010;
LVA;Lettonie;GF0408;RetD concernant les affaires économiques;0,001060;0,001220;0,001330;0,002000;0,002190;0,002720;0,003390;0,000010;0,000100;0,000140;0,000160;0,000370;0,000230;0,000240;0,000330;0,000450;0,000310;0,000430;0,000360;0,000330;0,000140;0,000020;
LVA;Lettonie;GF09;Enseignement;0,478000;0,508780;0,638360;0,723960;0,963190;1,248710;1,543400;1,259620;1,115340;1,191340;1,253800;1,308080;1,394380;1,442790;1,406370;1,556450;1,698490;1,755980;1,749000;1,913510;2,042990;2,398480;
LVA;Lettonie;GF0107;Opérations concernant la dette publique;0,067340;0,077410;0,087090;0,079780;0,087060;0,089730;0,141920;0,291880;0,313270;0,353030;0,396500;0,381850;0,384170;0,366670;0,320700;0,310510;0,263680;0,256760;0,235210;0,208150;0,216280;0,317710;
LVA;Lettonie;GF1004;Famille et enfants;0,099900;0,114030;0,147760;0,149850;0,169990;0,202090;0,189280;0,197930;0,180620;0,176250;0,167630;0,190160;0,215210;0,289350;0,308430;0,321540;0,368510;0,384720;0,404240;0,506420;0,524750;0,572500;
LVA;Lettonie;GF0901;Enseignement préélémentaire et primaire;0,133760;0,140780;0,191830;0,217180;0,292730;0,372470;0,535120;0,454350;0,385340;0,391530;0,417510;0,455610;0,511530;0,494230;0,509880;0,632780;0,684090;0,693440;0,696890;0,746900;0,794920;0,916910;
LVA;Lettonie;GF0409;Affaires économiques n.c.a.;0,021510;0,026600;0,032300;0,019900;0,045980;0,072970;0,071750;0,059260;0,072740;0,028150;0,041090;0,048170;0,065320;0,073380;0,052140;0,064670;0,100930;0,082010;0,071220;0,062570;0,086510;0,078940;
LVA;Lettonie;GF0802;Services culturels;0,077920;0,074900;0,079790;0,122100;0,184580;0,241020;0,278150;0,217770;0,198290;0,201340;0,238760;0,269720;0,283100;0,270960;0,244810;0,301190;0,316110;0,302340;0,285140;0,325130;0,341210;0,364410;
LVA;Lettonie;GF0601;Logements;0,035700;0,030910;0,035140;0,046230;0,068050;0,076200;0,081960;0,056800;0,064080;0,073700;0,071670;0,073010;0,066770;0,064780;0,058480;0,075700;0,088990;0,084510;0,100970;0,094820;0,087940;0,101530;
LVA;Lettonie;GF0705;RetD dans le domaine de la santé;0,000040;0,000020;0,000010;0,000100;0,000210;0,000220;0,000240;0,000160;0,000120;0,000130;0,000180;0,000330;0,000120;0,000120;0,000150;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
LVA;Lettonie;GF0706;Santé n.c.a.;0,027650;0,022340;0,023860;0,054620;0,060710;0,043220;0,053820;0,032980;0,043970;0,097250;0,047860;0,035000;0,031470;0,019770;0,024790;0,022900;0,048020;0,035850;0,045220;0,051610;0,052290;0,057320;
LVA;Lettonie;GF0405;Transports;0,162170;0,254840;0,313290;0,459910;0,617900;0,782160;1,022190;0,864720;0,791910;0,902150;0,826360;0,821620;0,863210;0,800280;0,810040;0,860350;1,020950;0,911050;1,470610;1,401610;1,498310;1,695860;
LVA;Lettonie;GF1005;Chômage;0,033840;0,034100;0,044840;0,052090;0,056590;0,067260;0,085830;0,203930;0,168610;0,099240;0,066490;0,083390;0,094910;0,110610;0,126130;0,125340;0,129520;0,147270;0,164100;0,313990;0,159150;0,170520;
LVA;Lettonie;GF0303;Tribunaux;0,033350;0,041150;0,046090;0,055000;0,066550;0,091990;0,099830;0,077470;0,071470;0,088360;0,088780;0,091760;0,093900;0,101740;0,102440;0,110550;0,120680;0,129230;0,140290;0,154610;0,157340;0,188990;
LVA;Lettonie;GF0403;Combustibles et énergie;0,035040;0,019860;0,025980;0,070620;0,093480;0,072400;0,080830;0,126210;0,154090;0,124740;0,218780;0,240280;0,311740;0,307150;0,272720;0,353520;0,313710;0,234490;0,231000;0,155870;0,883430;0,249220;
LVA;Lettonie;GF0205;Défense n.c.a.;0,017740;0,007490;0,014680;0,013050;0,036010;0,024270;0,021490;0,016940;0,013720;0,010090;0,013020;0,013390;0,012320;0,011470;0,012330;0,010910;0,016840;0,017690;0,010290;0,015690;0,016730;0,023250;
LVA;Lettonie;GF0803;Services de radiodiffusion, de télévision et d'édition;0,011620;0,013040;0,013230;0,016100;0,019470;0,034700;0,039490;0,033410;0,031480;0,030990;0,041710;0,037180;0,034490;0,043840;0,032900;0,045320;0,047820;0,045010;0,048900;0,068180;0,047930;0,049780;
LVA;Lettonie;GF0503;Lutte contre la pollution;0,005650;0,006990;0,009000;0,022230;0,025940;0,046200;0,041790;-0,119070;-0,044740;0,028490;0,039650;0,025790;0,037240;0,036680;0,023500;0,025480;0,024150;0,019430;0,019000;0,022760;0,017920;0,041460;
LVA;Lettonie;GF0704;Services de santé publique;0,011910;0,012910;0,014780;0,015170;0,018230;0,030520;0,031690;0,017080;0,009310;0,008240;0,007970;0,011160;0,011470;0,015300;0,012610;0,014480;0,016530;0,035350;0,091780;0,179790;0,061410;0,031710;
LVA;Lettonie;GF0404;Industries extractives et manufacturières, construction;0,006870;0,007570;0,008030;0,005320;0,009910;0,010070;0,014770;0,009640;0,011470;0,009490;0,009510;0,086340;0,011100;0,009340;0,011530;0,015340;0,014070;0,014830;0,015810;0,013430;0,019350;0,025180;
LVA;Lettonie;GF0605;RetD dans le domaine du logement et des équipements collectifs;0,000450;0,000580;0,000610;0,000650;0,001060;0,001200;0,001080;0,000810;0,000130;0,000130;0,000190;0,000060;0,000070;0,000090;0,000100;0,000100;0,000080;0,000070;0,000110;0,000110;0,000060;0,000090;
LVA;Lettonie;GF0407;Autres branches d'activité;0,004640;0,005320;0,005700;0,004790;0,007050;0,007460;0,008120;0,008600;0,014380;0,013530;0,012580;0,019890;0,018410;0,017300;0,023040;0,029620;0,032900;0,041490;0,080440;0,031870;0,027650;0,047210;
LVA;Lettonie;GF0907;RetD dans le domaine de l'enseignement;0,000340;0,000410;0,000640;0,000730;0,000910;0,001270;0,000920;0,001450;0,000000;0,000000;0,000000;0,007970;0,010840;0,014850;0,011940;0,013400;0,018370;0,015210;0,014980;0,021290;0,022410;0,024760;
LVA;Lettonie;GF0202;Défense civile;0,003470;0,004270;0,004760;0,006530;0,008210;0,011830;0,012940;0,007680;0,002730;0,002520;0,003080;0,003440;0,004960;0,005610;0,005010;0,010960;0,005930;0,007680;0,007580;0,007280;0,007470;0,008560;
LVA;Lettonie;GF0304;Administration pénitentiaire;0,039730;0,020620;0,030200;0,029840;0,040980;0,045900;0,052280;0,036670;0,029380;0,033450;0,035350;0,039020;0,041800;0,046050;0,047900;0,054490;0,055850;0,061120;0,058600;0,058680;0,061940;0,087820;
LVA;Lettonie;GF0902;Enseignement secondaire;0,184840;0,177660;0,222360;0,250940;0,361990;0,465250;0,477960;0,403360;0,342460;0,353300;0,345260;0,345050;0,396690;0,415440;0,411670;0,364560;0,407650;0,410490;0,412950;0,444600;0,478640;0,561350;
LVA;Lettonie;GF0406;Communications;0,013050;0,017560;0,020140;0,020190;0,021050;0,022550;0,021650;0,004560;0,003110;0,001710;0,001800;0,002400;0,006420;0,004770;0,006720;0,007530;0,010790;0,010160;0,009260;0,017790;0,010050;0,016160;
LVA;Lettonie;GF0604;Éclairage public;0,015480;0,020880;0,023360;0,026720;0,039810;0,046790;0,046930;0,031770;0,031890;0,038460;0,050410;0,052490;0,048230;0,045030;0,050680;0,058390;0,063230;0,057720;0,066020;0,063550;0,067350;0,068750;
LVA;Lettonie;GF1002;Vieillesse;0,566660;0,579270;0,627980;0,707150;0,858430;1,008700;1,238700;1,506810;1,558570;1,590760;1,645530;1,697170;1,703520;1,743390;1,774510;1,843710;1,961120;2,123380;2,247120;2,427070;2,779750;3,077460;
LVA;Lettonie;GF0401;Tutelle de l'économie générale, des échanges et de l'emploi;0,034880;0,041310;0,045310;0,072060;0,076970;0,076550;0,167660;0,412260;0,553710;0,428870;0,241650;0,157730;0,144370;0,199500;0,147440;0,123780;0,177370;0,152360;0,215660;0,812660;0,245540;0,255290;
LVA;Lettonie;GF0806;Loisirs, culture et culte n.c.a.;0,007880;0,009100;0,009900;0,011270;0,014080;0,022100;0,028350;0,021420;0,025570;0,020780;0,012150;0,010960;0,016850;0,012150;0,019900;0,018890;0,019800;0,021020;0,016960;0,016450;0,011460;0,012810;
LTU;Lituanie;GF0906;Services annexes à l'enseignement;0,000000;0,000000;0,012360;0,016990;0,020740;0,014550;0,018150;0,018520;0,018710;0,019510;0,016030;0,014790;0,016910;0,016740;0,016970;0,014860;0,016760;0,017910;0,013990;0,013220;0,020890;0,023870;
LTU;Lituanie;GF0503;Lutte contre la pollution;0,000000;0,000000;0,009660;0,008780;0,008750;0,009020;0,008970;0,007370;0,010900;-0,036690;0,009000;0,022390;0,028690;0,016830;0,007840;0,055940;0,048300;0,054770;0,067730;0,076000;0,104430;0,106010;
LTU;Lituanie;GF0502;Gestion des eaux usées;0,000000;0,000000;0,015560;0,040940;0,068660;0,107590;0,105160;0,153450;0,190000;0,138120;0,140690;0,021960;0,005100;0,004750;0,001800;0,002740;0,004260;0,004890;0,006610;0,006670;0,011620;0,014360;
LTU;Lituanie;GF0203;Aide militaire à des pays étrangers;0,000000;0,000000;;;;;;;;;0,000000;0,000000;;;;0,003490;0,005600;0,006670;0,005490;0,005040;0,039040;0,028030;
LTU;Lituanie;GF0504;Préservation de la diversité biologique et protection de la nature;0,000000;0,000000;0,005490;0,010030;0,014560;0,009650;0,016490;0,014500;0,011640;0,014240;0,019830;0,021520;0,023680;0,014970;0,008050;0,014680;0,024550;0,023330;0,017870;0,022470;0,036650;0,042540;
LTU;Lituanie;GF0408;RetD concernant les affaires économiques;0,000000;0,000000;0,005000;0,005490;0,000920;0,000990;0,000940;0,000320;0,000110;0,000050;0,000030;0,000110;0,000060;0,000090;0,000070;0,000030;0,000060;0,000070;0,000160;0,000330;0,001430;0,000780;
LTU;Lituanie;GF0603;Alimentation en eau;0,000000;0,000000;0,002520;0,002650;0,001650;0,002380;0,001790;0,001090;0,001120;0,002370;0,002760;0,002020;0,001990;0,001860;0,001340;0,003040;0,004840;0,006200;0,004730;0,004010;0,004750;0,008760;
LTU;Lituanie;GF0105;RetD concernant des services généraux des administrations publiques;0,000000;0,000010;0,000140;0,000140;0,000180;0,000250;0,000360;0,000300;;;;;;;;;;;;;;;
LTU;Lituanie;GF0505;RetD dans le domaine de la protection de l'environnement;0,000000;0,000000;0,001600;0,002860;0,003320;0,007260;0,006710;0,003060;0,000920;0,000150;0,000100;0,000270;0,002480;0,002580;0,000090;0,000090;0,000060;0,000080;0,000080;0,000080;0,000080;0,000160;
LTU;Lituanie;GF0108;Transferts de caractère général entre administrations publiques;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;
LTU;Lituanie;GF0501;Gestion des déchets;0,000000;0,000000;0,025310;0,038960;0,053870;0,084510;0,099050;0,100490;0,114230;0,080130;0,077470;0,075760;0,117100;0,136940;0,146190;0,084350;0,100080;0,111440;0,117010;0,135240;0,144220;0,157000;
LTU;Lituanie;GF03;Ordre et sécurité publics;0,288580;0,309340;0,334160;0,362970;0,426180;0,477830;0,595840;0,494950;0,513590;0,577970;0,587640;0,569500;0,603860;0,605230;0,570060;0,621360;0,623390;0,679570;0,753420;0,720090;0,828270;0,911100;
LTU;Lituanie;GF0908;Enseignement n.c.a.;0,035800;0,040460;0,035090;0,055250;0,079400;0,135720;0,158970;0,087560;0,115310;0,220460;0,171270;0,168770;0,141090;0,112440;0,107700;0,126440;0,140460;0,165610;0,224180;0,238390;0,274710;0,322050;
LTU;Lituanie;GF0304;Administration pénitentiaire;0,035360;0,040590;0,038320;0,041550;0,048450;0,052030;0,066650;0,059330;0,053800;0,055010;0,054480;0,053770;0,060800;0,066030;0,067870;0,072560;0,066540;0,070470;0,100370;0,085090;0,094930;0,115300;
LTU;Lituanie;GF1002;Vieillesse;0,957590;1,033830;1,003520;1,133490;1,214370;1,643030;1,889750;1,978790;1,819510;1,833330;1,994200;2,052990;2,317660;2,187440;2,312290;2,480390;2,792170;3,045660;3,337160;3,614720;4,175150;4,853390;
LTU;Lituanie;GF0903;Enseignement postsecondaire non supérieur;0,049460;0,050220;0,055760;0,059250;0,012350;0,013920;0,016110;0,016940;0,031890;0,032380;0,034430;0,089660;0,089650;0,093740;0,104300;0,106730;0,105930;0,109020;0,117090;0,127170;0,125420;0,172660;
LTU;Lituanie;GF1006;Logement;0,050590;0,050340;0,010940;0,018780;0,020550;0,020890;0,019930;0,028690;0,036200;0,046890;0,038110;0,035280;0,027100;0,019720;0,019750;0,021960;0,031420;0,032740;0,034130;0,046260;0,097760;0,136080;
LTU;Lituanie;GF0405;Transports;0,369230;0,385410;0,418020;0,429480;0,514310;0,530940;0,782480;0,531750;0,551970;0,478670;0,446740;0,479780;0,445400;0,543880;0,683000;0,661280;0,701360;0,802580;1,048340;0,917030;1,030730;1,278840;
LTU;Lituanie;GF02;Défense nationale;0,215510;0,221410;0,243910;0,287060;0,370880;0,514400;0,429760;0,341000;0,305600;0,300870;0,312290;0,320070;0,348450;0,469540;0,574910;0,686680;0,782440;0,802730;1,132620;1,033240;1,412430;1,866200;
LTU;Lituanie;GF0103;Services généraux;0,012840;0,012770;0,090980;0,099410;0,130640;0,150260;0,131180;0,130420;0,122500;0,128520;0,137330;0,142940;0,156390;0,174250;0,179510;0,183030;0,208170;0,236030;0,244720;0,288200;0,326360;0,373840;
LTU;Lituanie;GF0306;Ordre et sécurité publics n.c.a.;0,012320;0,012850;0,033910;0,030810;0,035700;0,047220;0,075390;0,061300;0,100860;0,161290;0,190290;0,176190;0,174620;0,133400;0,094690;0,123160;0,115570;0,142030;0,141290;0,135130;0,157520;0,156040;
LTU;Lituanie;GF0902;Enseignement secondaire;0,471640;0,478920;0,464450;0,499740;0,564630;0,644250;0,809920;0,832220;0,766310;0,777510;0,734210;0,667890;0,660530;0,687350;0,710090;0,728410;0,774490;0,857980;0,966070;1,052120;1,231570;1,405950;
LTU;Lituanie;GF0404;Industries extractives et manufacturières, construction;0,028420;0,031870;0,009270;0,020640;0,023140;0,029470;0,043100;0,005720;0,007610;0,008340;0,008380;0,008350;0,009800;0,009730;0,009330;0,010840;0,011710;0,012130;0,016480;0,017170;0,017000;0,018380;
LTU;Lituanie;GF1003;Survivants;0,084010;0,077290;0,092200;0,096430;0,101210;0,134810;0,151390;0,154180;0,138810;0,135280;0,133110;0,130990;0,126930;0,126850;0,125810;0,130030;0,133060;0,141520;0,151580;0,166900;0,184230;0,200660;
LTU;Lituanie;GF0702;Services ambulatoires;0,190460;0,201350;0,218040;0,319840;0,324400;0,391380;0,487270;0,451930;0,467270;0,490870;0,492690;0,503410;0,507300;0,560680;0,600150;0,615040;0,690570;0,775370;0,914120;1,063480;1,070500;1,236400;
LTU;Lituanie;GF0205;Défense n.c.a.;0,046570;0,051700;0,016070;0,031300;0,114510;0,203760;0,101700;0,069620;0,086440;0,075440;0,075300;0,075520;0,083270;0,085630;0,106170;0,120870;0,138480;0,138480;0,157560;0,191010;0,377300;0,252860;
LTU;Lituanie;GF0506;Protection de l'environnement n.c.a.;0,015820;0,018120;0,018900;0,021150;0,032450;0,037280;0,038280;0,040050;0,047770;0,041830;0,038290;0,045120;0,045570;0,053470;0,042870;0,048520;0,045800;0,063390;0,056650;0,059990;0,075580;0,085300;
LTU;Lituanie;GF0202;Défense civile;0,004310;0,004220;0,002990;0,001860;0,001810;0,001540;0,001810;0,001450;0,001270;0,001260;0,001240;0,001260;0,001320;0,001360;0,001340;0,002950;0,002670;0,002600;0,012400;0,010440;0,011350;0,005400;
LTU;Lituanie;GF06;Logement et développement collectif;0,059570;0,055960;0,052420;0,066220;0,075680;0,085560;0,122840;0,131500;0,089650;0,086640;0,083730;0,088230;0,123030;0,118910;0,142360;0,179380;0,226000;0,237560;0,314950;0,347950;0,418930;0,495930;
LTU;Lituanie;GF0701;Produits, appareils et matériels médicaux;0,143610;0,141750;0,145070;0,177840;0,195480;0,227680;0,255190;0,267620;0,248980;0,257310;0,245650;0,262860;0,272730;0,285130;0,303090;0,313670;0,333150;0,417330;0,439100;0,497690;0,582380;0,664290;
LTU;Lituanie;GF0201;Défense militaire;0,164340;0,164780;0,222970;0,252740;0,253610;0,308260;0,323660;0,269570;0,216600;0,223530;0,234790;0,241840;0,263300;0,381090;0,466800;0,558860;0,635490;0,653640;0,955300;0,819240;0,979310;1,568340;
LTU;Lituanie;GF0604;Éclairage public;0,011150;0,010940;0,013130;0,015220;0,016830;0,018030;0,020320;0,014570;0,018750;0,017010;0,018470;0,018300;0,021410;0,021560;0,021450;0,023450;0,020810;0,032520;0,034870;0,042800;0,055350;0,073450;
LTU;Lituanie;GF0907;RetD dans le domaine de l'enseignement;0,006650;0,007470;0,007010;0,007480;0,007930;0,008190;0,137740;0,124560;0,082720;0,070540;0,075120;0,074910;0,078520;0,083410;0,090110;0,101110;0,095640;0,103750;0,114020;0,119470;0,140200;0,171940;
LTU;Lituanie;GF04;Affaires économiques;0,655710;0,654340;0,741040;0,817410;1,015680;1,239850;1,540150;1,066350;1,298210;1,571590;1,223930;1,530390;1,316800;1,486610;1,335090;1,338330;1,407300;1,524850;2,899630;2,340550;2,800550;2,421120;
LTU;Lituanie;GF1005;Chômage;0,060380;0,070600;0,071330;0,094790;0,101700;0,122630;0,191260;0,296430;0,240210;0,188990;0,179560;0,160970;0,145780;0,210980;0,192110;0,232230;0,282060;0,327020;0,750870;0,501300;0,452540;0,573690;
LTU;Lituanie;GF07;Santé;0,770920;0,835080;0,751710;1,038040;1,100400;1,328360;1,619470;1,487900;1,508680;1,622300;1,558840;1,583360;1,621520;1,759750;1,848890;1,936140;2,175820;2,473570;2,942290;3,308650;3,482350;3,897870;
LTU;Lituanie;GF0107;Opérations concernant la dette publique;0,217470;0,217390;0,183180;0,179220;0,187290;0,221780;0,242690;0,352870;0,543220;0,606280;0,703450;0,668770;0,672730;0,656250;0,613710;0,561360;0,465220;0,453020;0,366840;0,299920;0,269110;0,494320;
LTU;Lituanie;GF10;Sécurité sociale et oeuvres sociales;1,611610;1,702660;1,863670;2,078910;2,546370;3,332390;4,218460;4,789400;4,450940;4,388180;4,439890;4,374080;4,596400;4,577340;4,768560;5,192140;5,953130;6,550170;7,944670;8,051840;9,128140;10,343590;
LTU;Lituanie;GF0905;Enseignement non défini par niveau;0,049160;0,053990;0,199610;0,229580;0,075660;0,086860;0,101630;0,110880;0,117230;0,119680;0,116540;0,119070;0,119950;0,134530;0,146230;0,155210;0,165930;0,173510;0,188840;0,198470;0,252160;0,268840;
LTU;Lituanie;GF0703;Services hospitaliers;0,290870;0,318580;0,340150;0,477330;0,500260;0,600300;0,734990;0,676740;0,692130;0,728230;0,726830;0,732680;0,738350;0,811370;0,849070;0,889310;0,983870;1,104830;1,266470;1,536140;1,557090;1,756030;
